Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2024","August, 2024",30-Aug-2024,Gold,518834.71,618589,848.98,
India,"Financial Year (Apr - Mar), 2024","August, 2024",30-Aug-2024,Reserve Tranche Position in IMF,38766.27,462214,,
India,"Financial Year (Apr - Mar), 2024","August, 2024",30-Aug-2024,SDRs,154901.09,1846833,,13702.17
India,"Financial Year (Apr - Mar), 2024","August, 2024",30-Aug-2024,Total Reserves,5736861.09,68398662,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",05-Jul-2024,Foreign Currency Assets,4818462.3,57710973,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",05-Jul-2024,Gold,479517.46,5743206,841.51,
India,"Financial Year (Apr - Mar), 2024","July, 2024",05-Jul-2024,Reserve Tranche Position in IMF,38222.422,4577536,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",05-Jul-2024,SDRs,150585.47,180357,,13699.01
India,"Financial Year (Apr - Mar), 2024","July, 2024",05-Jul-2024,Total Reserves,5486787.652,657155026,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",12-Jul-2024,Foreign Currency Assets,4890772.91,58547029,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",12-Jul-2024,Gold,490045.43,5866292,841.51,
India,"Financial Year (Apr - Mar), 2024","July, 2024",12-Jul-2024,Reserve Tranche Position in IMF,38506.681,4609453,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",12-Jul-2024,SDRs,151295.53,1811146,,13699.01
India,"Financial Year (Apr - Mar), 2024","July, 2024",12-Jul-2024,Total Reserves,5570620.551,666854123,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",19-Jul-2024,Foreign Currency Assets,4919732.31,58804791,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",19-Jul-2024,Gold,501909.1,5999241,841.51,
India,"Financial Year (Apr - Mar), 2024","July, 2024",19-Jul-2024,Reserve Tranche Position in IMF,38556.314,4609766,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",19-Jul-2024,SDRs,152323.08,1820694,,13699.01
India,"Financial Year (Apr - Mar), 2024","July, 2024",19-Jul-2024,Total Reserves,5612520.804,670857026,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",26-Jul-2024,Foreign Currency Assets,4913726.98,58687694,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",26-Jul-2024,Gold,483062.06,576951,843.38,
India,"Financial Year (Apr - Mar), 2024","July, 2024",26-Jul-2024,Reserve Tranche Position in IMF,38614.33,4611922,,
India,"Financial Year (Apr - Mar), 2024","July, 2024",26-Jul-2024,SDRs,152398.25,1820187,,13699.01
India,"Financial Year (Apr - Mar), 2024","July, 2024",26-Jul-2024,Total Reserves,5587801.62,667385832,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",07-Jun-2024,Foreign Currency Assets,4805699.82,57633702,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",07-Jun-2024,Gold,475139.14,5698239,834.228526,
India,"Financial Year (Apr - Mar), 2024","June, 2024",07-Jun-2024,Reserve Tranche Position in IMF,36177.08,4336443,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",07-Jun-2024,SDRs,151432.02,1816091,,13699.01
India,"Financial Year (Apr - Mar), 2024","June, 2024",07-Jun-2024,Total Reserves,5468448.06,655816763,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",14-Jun-2024,Foreign Currency Assets,4798644.35,57423956,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",14-Jun-2024,Gold,467693.2,5596746,837.028006,
India,"Financial Year (Apr - Mar), 2024","June, 2024",14-Jun-2024,Reserve Tranche Position in IMF,38273.887,4581186,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",14-Jun-2024,SDRs,151309.84,181068,,13699.01
India,"Financial Year (Apr - Mar), 2024","June, 2024",14-Jun-2024,Total Reserves,5455921.277,652895006,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",21-Jun-2024,Foreign Currency Assets,4796185.96,57413362,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",21-Jun-2024,Gold,475794.83,5695563,837.028006,
India,"Financial Year (Apr - Mar), 2024","June, 2024",21-Jun-2024,Reserve Tranche Position in IMF,38214.709,4571903,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",21-Jun-2024,SDRs,150780.72,180494,,13699.01
India,"Financial Year (Apr - Mar), 2024","June, 2024",21-Jun-2024,Total Reserves,5460976.219,653710553,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",28-Jun-2024,Foreign Currency Assets,4776849.95,57288124,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",28-Jun-2024,Gold,471350.42,5652843,840.760478,
India,"Financial Year (Apr - Mar), 2024","June, 2024",28-Jun-2024,Reserve Tranche Position in IMF,38165.402,4573259,,
India,"Financial Year (Apr - Mar), 2024","June, 2024",28-Jun-2024,SDRs,150208.71,1801433,,13699.01
India,"Financial Year (Apr - Mar), 2024","June, 2024",28-Jun-2024,Total Reserves,5436574.482,651997259,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",03-May-2024,Foreign Currency Assets,4707215.52,56416066,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",03-May-2024,Gold,457901.9,5487963,828.63,
India,"Financial Year (Apr - Mar), 2024","May, 2024",03-May-2024,Reserve Tranche Position in IMF,37511.76,449892,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",03-May-2024,SDRs,150611.2,1805078,,13694.24
India,"Financial Year (Apr - Mar), 2024","May, 2024",03-May-2024,Total Reserves,5353240.38,64158999,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",10-May-2024,Foreign Currency Assets,4723388.35,56564816,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",10-May-2024,Gold,467217.91,5595156,831.43,
India,"Financial Year (Apr - Mar), 2024","May, 2024",10-May-2024,Reserve Tranche Position in IMF,37533.99,449538,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",10-May-2024,SDRs,150773.57,1805585,,13694.24
India,"Financial Year (Apr - Mar), 2024","May, 2024",10-May-2024,Total Reserves,5378913.82,64415095,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",17-May-2024,Foreign Currency Assets,4742223.83,56900905,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",17-May-2024,Gold,476676.4,5719536,831.43,
India,"Financial Year (Apr - Mar), 2024","May, 2024",17-May-2024,Reserve Tranche Position in IMF,36124.6,432726,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",17-May-2024,SDRs,151419.13,1816845,,13699.01
India,"Financial Year (Apr - Mar), 2024","May, 2024",17-May-2024,Total Reserves,5406443.96,64870012,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",24-May-2024,Foreign Currency Assets,4715858.59,5674990,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",24-May-2024,Gold,471279.32,567130,831.43,
India,"Financial Year (Apr - Mar), 2024","May, 2024",24-May-2024,Reserve Tranche Position in IMF,35957.58,4326,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",24-May-2024,SDRs,150702.53,18135,,13699.01
India,"Financial Year (Apr - Mar), 2024","May, 2024",24-May-2024,Total Reserves,5373798.02,6466730,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",31-May-2024,Foreign Currency Assets,4779242.46,57256391,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",31-May-2024,Gold,471621.32,5650129,831.43,
India,"Financial Year (Apr - Mar), 2024","May, 2024",31-May-2024,Reserve Tranche Position in IMF,36039.0,432647,,
India,"Financial Year (Apr - Mar), 2024","May, 2024",31-May-2024,SDRs,151235.16,1811831,,13699.01
India,"Financial Year (Apr - Mar), 2024","May, 2024",31-May-2024,Total Reserves,5438137.94,65150998,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",05-Apr-2024,Foreign Currency Assets,4756930.38,57116635,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",05-Apr-2024,Gold,454380.66,5455765,822.09,
India,"Financial Year (Apr - Mar), 2024","April, 2024",05-Apr-2024,Reserve Tranche Position in IMF,38939.26,466857,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",05-Apr-2024,SDRs,151325.02,1816965,,13694.24
India,"Financial Year (Apr - Mar), 2024","April, 2024",05-Apr-2024,Total Reserves,5401575.32,64856222,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",12-Apr-2024,Foreign Currency Assets,4710509.53,56465289,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",12-Apr-2024,Gold,465485.81,5579819,822.09,
India,"Financial Year (Apr - Mar), 2024","April, 2024",12-Apr-2024,Reserve Tranche Position in IMF,38642.23,463374,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",12-Apr-2024,SDRs,150802.27,180768,,13694.24
India,"Financial Year (Apr - Mar), 2024","April, 2024",12-Apr-2024,Total Reserves,5365439.84,64316162,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",19-Apr-2024,Foreign Currency Assets,4681529.22,56086033,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",19-Apr-2024,Gold,474180.89,568082,823.96,
India,"Financial Year (Apr - Mar), 2024","April, 2024",19-Apr-2024,Reserve Tranche Position in IMF,38681.68,463135,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",19-Apr-2024,SDRs,150529.03,180338,,13694.24
India,"Financial Year (Apr - Mar), 2024","April, 2024",19-Apr-2024,Total Reserves,5344920.82,64033368,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",26-Apr-2024,Foreign Currency Assets,4665273.53,55970141,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",26-Apr-2024,Gold,462881.45,5553274,827.69,
India,"Financial Year (Apr - Mar), 2024","April, 2024",26-Apr-2024,Reserve Tranche Position in IMF,38661.41,463903,,
India,"Financial Year (Apr - Mar), 2024","April, 2024",26-Apr-2024,SDRs,150439.15,1804846,,13694.24
India,"Financial Year (Apr - Mar), 2024","April, 2024",26-Apr-2024,Total Reserves,5317255.54,63792164,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",01-Mar-2024,Foreign Currency Assets,4595221.6,55423145,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",01-Mar-2024,Gold,401430.02,4841663,816.99,
India,"Financial Year (Apr - Mar), 2023","March, 2024",01-Mar-2024,Reserve Tranche Position in IMF,39759.73,479783,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",01-Mar-2024,SDRs,150732.63,1817992,,13694.24
India,"Financial Year (Apr - Mar), 2023","March, 2024",01-Mar-2024,Total Reserves,5187143.98,62562583,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",08-Mar-2024,Foreign Currency Assets,4655555.77,56235213,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",08-Mar-2024,Gold,419860.18,5071559,817.93,
India,"Financial Year (Apr - Mar), 2023","March, 2024",08-Mar-2024,Reserve Tranche Position in IMF,39875.6,481715,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",08-Mar-2024,SDRs,150760.46,182106,,13694.24
India,"Financial Year (Apr - Mar), 2023","March, 2024",08-Mar-2024,Total Reserves,5266052.01,63609547,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",15-Mar-2024,Foreign Currency Assets,4711435.13,56838649,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",15-Mar-2024,Gold,423910.1,5114042,817.93,
India,"Financial Year (Apr - Mar), 2023","March, 2024",15-Mar-2024,Reserve Tranche Position in IMF,38864.42,468857,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",15-Mar-2024,SDRs,151492.74,1827605,,13694.24
India,"Financial Year (Apr - Mar), 2023","March, 2024",15-Mar-2024,Total Reserves,5325702.39,64249153,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",22-Mar-2024,Foreign Currency Assets,4739392.69,56826364,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",22-Mar-2024,Gold,429409.95,514872,819.79,
India,"Financial Year (Apr - Mar), 2023","March, 2024",22-Mar-2024,Reserve Tranche Position in IMF,38859.48,466195,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",22-Mar-2024,SDRs,151946.16,1821868,,13694.24
India,"Financial Year (Apr - Mar), 2023","March, 2024",22-Mar-2024,Total Reserves,5359608.28,64263147,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",29-Mar-2024,Foreign Currency Assets,4759071.35,57061769,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",29-Mar-2024,Gold,435023.9,5215983,822.09,
India,"Financial Year (Apr - Mar), 2023","March, 2024",29-Mar-2024,Reserve Tranche Position in IMF,38850.57,46598,,
India,"Financial Year (Apr - Mar), 2023","March, 2024",29-Mar-2024,SDRs,151335.36,1814527,,13694.24
India,"Financial Year (Apr - Mar), 2023","March, 2024",29-Mar-2024,Total Reserves,5384281.18,64558259,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",02-Feb-2024,Foreign Currency Assets,4572053.19,5513307,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",02-Feb-2024,Gold,398785.81,4808843,812.33,
India,"Financial Year (Apr - Mar), 2023","February, 2024",02-Feb-2024,Reserve Tranche Position in IMF,40259.64,485989,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",02-Feb-2024,SDRs,150848.62,181904,,13688.31
India,"Financial Year (Apr - Mar), 2023","February, 2024",02-Feb-2024,Total Reserves,5161947.26,62246942,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",09-Feb-2024,Foreign Currency Assets,4537893.99,5465235,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",09-Feb-2024,Gold,396385.73,4773891,813.26,
India,"Financial Year (Apr - Mar), 2023","February, 2024",09-Feb-2024,Reserve Tranche Position in IMF,40104.44,483189,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",09-Feb-2024,SDRs,150580.44,1813523,,13688.31
India,"Financial Year (Apr - Mar), 2023","February, 2024",09-Feb-2024,Total Reserves,5124964.6,61722953,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",16-Feb-2024,Foreign Currency Assets,4530987.78,54578312,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",16-Feb-2024,Gold,393310.31,4737645,816.99,
India,"Financial Year (Apr - Mar), 2023","February, 2024",16-Feb-2024,Reserve Tranche Position in IMF,40111.29,48305,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",16-Feb-2024,SDRs,150322.28,1810717,,13688.31
India,"Financial Year (Apr - Mar), 2023","February, 2024",16-Feb-2024,Total Reserves,5114731.66,61609724,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",23-Feb-2024,Foreign Currency Assets,4547373.55,54818807,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",23-Feb-2024,Gold,396913.21,4784808,816.99,
India,"Financial Year (Apr - Mar), 2023","February, 2024",23-Feb-2024,Reserve Tranche Position in IMF,40111.19,483929,,
India,"Financial Year (Apr - Mar), 2023","February, 2024",23-Feb-2024,SDRs,150946.14,1819663,,13694.24
India,"Financial Year (Apr - Mar), 2023","February, 2024",23-Feb-2024,Total Reserves,5135344.09,61907207,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",05-Jan-2024,Foreign Currency Assets,4546114.64,5466498,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",05-Jan-2024,Gold,394932.43,4748885,804.68,
India,"Financial Year (Apr - Mar), 2023","January, 2024",05-Jan-2024,Reserve Tranche Position in IMF,40474.2,486609,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",05-Jan-2024,SDRs,152173.1,1829813,,13688.31
India,"Financial Year (Apr - Mar), 2023","January, 2024",05-Jan-2024,Total Reserves,5133694.37,61730287,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",12-Jan-2024,Foreign Currency Assets,4548411.9,54850831,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",12-Jan-2024,Gold,391785.16,4724669,804.68,
India,"Financial Year (Apr - Mar), 2023","January, 2024",12-Jan-2024,Reserve Tranche Position in IMF,40429.07,487167,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",12-Jan-2024,SDRs,151836.29,1831045,,13688.31
India,"Financial Year (Apr - Mar), 2023","January, 2024",12-Jan-2024,Total Reserves,5132462.42,61893712,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",19-Jan-2024,Foreign Currency Assets,4534331.1,54585511,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",19-Jan-2024,Gold,392184.7,4721226,810.46,
India,"Financial Year (Apr - Mar), 2023","January, 2024",19-Jan-2024,Reserve Tranche Position in IMF,40353.03,485399,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",19-Jan-2024,SDRs,151360.59,182212,,13688.31
India,"Financial Year (Apr - Mar), 2023","January, 2024",19-Jan-2024,Total Reserves,5118229.42,61614256,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",26-Jan-2024,Foreign Currency Assets,4539360.0,54614426,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",26-Jan-2024,Gold,394643.67,4748078,810.46,
India,"Financial Year (Apr - Mar), 2023","January, 2024",26-Jan-2024,Reserve Tranche Position in IMF,40392.63,485982,,
India,"Financial Year (Apr - Mar), 2023","January, 2024",26-Jan-2024,SDRs,151673.48,182483,,13688.31
India,"Financial Year (Apr - Mar), 2023","January, 2024",26-Jan-2024,Total Reserves,5126069.78,61673316,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",01-Dec-2023,Foreign Currency Assets,4444765.16,53361024,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",01-Dec-2023,Gold,394231.41,4732892,803.58,
India,"Financial Year (Apr - Mar), 2023","December, 2023",01-Dec-2023,Reserve Tranche Position in IMF,40451.77,485265,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",01-Dec-2023,SDRs,152019.46,1825049,,13688.31
India,"Financial Year (Apr - Mar), 2023","December, 2023",01-Dec-2023,Total Reserves,5031467.8,6040423,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",08-Dec-2023,Foreign Currency Assets,4475302.53,53669904,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",08-Dec-2023,Gold,392997.7,4713011,803.58,
India,"Financial Year (Apr - Mar), 2023","December, 2023",08-Dec-2023,Reserve Tranche Position in IMF,40367.84,484212,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",08-Dec-2023,SDRs,151657.91,1818752,,13688.31
India,"Financial Year (Apr - Mar), 2023","December, 2023",08-Dec-2023,Total Reserves,5060325.98,60685879,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",15-Dec-2023,Foreign Currency Assets,4523361.73,54504836,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",15-Dec-2023,Gold,394838.28,4757655,803.58,
India,"Financial Year (Apr - Mar), 2023","December, 2023",15-Dec-2023,Reserve Tranche Position in IMF,41781.69,502303,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",15-Dec-2023,SDRs,152059.69,1832263,,13688.31
India,"Financial Year (Apr - Mar), 2023","December, 2023",15-Dec-2023,Total Reserves,5112041.39,61597057,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",22-Dec-2023,Foreign Currency Assets,4571033.6,54974667,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",22-Dec-2023,Gold,394738.83,4747424,803.58,
India,"Financial Year (Apr - Mar), 2023","December, 2023",22-Dec-2023,Reserve Tranche Position in IMF,40739.36,489366,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",22-Dec-2023,SDRs,152383.09,1832673,,13688.31
India,"Financial Year (Apr - Mar), 2023","December, 2023",22-Dec-2023,Total Reserves,5158894.88,6204413,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",29-Dec-2023,Foreign Currency Assets,4590152.36,55161548,,
India,"Financial Year (Apr - Mar), 2023","December, 2023",29-Dec-2023,Gold,402147.99,483276,803.58,
